id,date,text,danger
59,2022-05-20T06:14:05Z,"👐👐ВІДБІЙ👐👐

P.S. Дуже дякую хлопцям, які на днях підкинули нам солярки🚙
Респект @kuchukivan , @aratillia та @andreaf2000 💪",0
60,2022-05-20T12:51:28Z,"📛📛📛РАКЕТНА НЕБЕЗПЕКА📛📛📛
ППО не спить, але і Ви не ловіть шару  в себе вдома і на роботі - гоу ту зе бімбосейвище🏃‍♀️🏃‍♂️🏃

Нагадую про бот «ШОСЬ ЛЕТИТЬ»
@rusrocketfly_bot",0
61,2022-05-20T13:15:47Z,"😑ВІДБІЙ🙃
Повертаємось до нормального життя😳
Тепер канал приватний - запросити перевірених друзів чи родичів можна за посиланням

https://t.me/+mYtQyzaWHfRmNzhi",0
62,2022-05-20T13:16:19Z,"‼️ПРАВИЛА КАНАЛУ‼️
1. Я не знаю скільки ще буде тривога🕓
2. Я не скажу куди прилетіло‼️
3. Додавайте в канал тільки перевірених вами людей, у визначені години.✌️
4. Якщо кудись влучило чи бачили прольот або роботу ППО то не знімайте і не публікуйте це в соц.мережах👿
5. ППО працює 24/7🇺🇦

Посилання на групу для друзів

https://t.me/+mYtQyzaWHfRmNzhi",0
63,2022-05-20T14:16:51Z,Ракетна небезпека!!!,0
64,2022-05-20T16:22:19Z,Відбій!!!!,0
65,2022-05-20T18:26:55Z,,0
66,2022-05-20T18:27:16Z,,0
67,2022-05-21T07:58:33Z,😓😓😓РАКЕТНА НЕБЕЗПЕКА😓😓😓,0
68,2022-05-21T08:31:13Z,‼️‼️‼️НЕГАЙНО ВСІ В УКРИТТЯ‼️‼️‼️,1
69,2022-05-21T08:59:32Z,"🫥🫥🫥ВІДБІЙ🫥🫥🫥

P.S. за ваші донати вже придбали бусік, скоро приїде, буде фотозвіт і звіт по використанню грошей. Залишилось його обслужити (заправити, масла, фільтра, ходова) і піде в бій💪",0
70,2022-05-22T10:25:18Z,"МОЖЛИВА РАКЕТНА НЕБЕЗПЕКА😠

Якщо дійсно буде то підкажу✌️",0
71,2022-05-22T10:26:38Z,‼️‼️‼️РАКЕТНА НЕБЕЗПЕКА‼️‼️‼️,0
72,2022-05-22T11:31:38Z,Відбій,0
73,2022-05-22T11:35:33Z,"‼️ПРАВИЛА КАНАЛУ‼️
1. Я не знаю скільки ще буде тривога🕓
2. Я не скажу куди прилетіло‼️
3. Додавайте в канал тільки перевірених вами людей, у визначені години.✌️
4. Якщо кудись влучило чи бачили прольот або роботу ППО то не знімайте і не публікуйте це в соц.мережах👿
5. ППО працює 24/7🇺🇦

Посилання на групу для друзів

https://t.me/+mYtQyzaWHfRmNzhi",0
74,2022-05-22T22:49:20Z,"😨😨😨РАКЕТНА НЕБЕЗПЕКА😨😨😨

ВІТАЮ, нас 30 тисяч, скоро доженемо «Львівич»😏",0
75,2022-05-22T23:11:46Z,Відбій,0
76,2022-05-23T00:48:52Z,🛑🛑🛑РАКЕТНА НЕБЕЗПЕКА🛑🛑🛑,0
77,2022-05-23T00:52:03Z,Відбій тривоги. Не кіпішуємо.,0
79,2022-05-24T10:40:47Z,🛑🛑🛑РАКЕТНА НЕБЕЗПЕКА🛑🛑🛑,0
80,2022-05-24T11:02:13Z,Відбій. Але не розслабляємось.,0
82,2022-05-24T12:02:57Z,Можлива ракетна небезпека. Якщо буде - підкажу.,0
83,2022-05-24T13:05:24Z,"Поки загрозу відбили🟢
Але булки не розслабляємо🍑",0
84,2022-05-25T01:51:11Z,🛑🛑🛑РАКЕТНА НЕБЕЗПЕКА🛑🛑🛑,0
85,2022-05-25T03:21:00Z,"🟢🟢ВІДБІЙ🟢🟢
☕️БАДЬОРОГО ВАМ РАНКУ☕️",0
87,2022-05-25T16:47:45Z,🛑🛑🛑МОЖЛИВА РАКЕТНА НЕБЕЗПЕКА🛑🛑🛑,0
88,2022-05-25T16:56:43Z,"Залишаємось в готовності, тривога буде трішки пізніше. Поки в бункер не біжіть, але рюкзачок приготуйте",0
89,2022-05-25T17:02:43Z,От тепер РАКЕТНА НЕБЕЗПЕКА🛑🛑🛑,0
90,2022-05-25T18:44:49Z,🟢ВІДБІЙ🟢,0
91,2022-05-26T17:38:25Z,Ракетна небезпека,0
92,2022-05-26T17:38:29Z,Всі в укриття!!!,1
93,2022-05-26T19:37:34Z,🟢ВІДБІЙ🟢,0
94,2022-05-27T18:22:41Z,🛑РАКЕТНА НЕБЕЗПЕКА🛑,0
95,2022-05-27T19:22:31Z,🟢ВІДБІЙ🟢,0
96,2022-05-28T17:57:38Z,🛑🛑РАКЕТНА НЕБЕЗПЕКА🛑🛑,0
97,2022-05-28T18:20:25Z,🟢ВІДБІЙ🟢,0
98,2022-06-01T13:15:40Z,"🙋Доброго дня, друзі. Хочу від усього серця💙💛 подякувати всім хто долучився до збору коштів💰 на машину🚙 для нашого підрозділу. 
Разом з вами ми зібрали 144 519 грн (~4900💲), ціна буса була ~3500💲, резина, сідушки, ремонт, заправка і пригон обійшовся ~2000💲
Ще раз дякую🙏 кожній людині, яка долучилась - ви НАЙКРАЩІ! Разом ми переможемо!
Загальна ціна машини - 5500💲
Зібрали - 4900💲
Допомогли 600💲 наші волонтери з April Consult у особі @lvivlucky 
Додатково хочу подякувати:
Ігор з Тернополя (допоміг з підбором і пригоном машини🚗)
Назарій ЮРИСТ  (нотаріус, який допоміг з оформленням всіх потрібних документів)
Машина готова до бою і передана частині згідно чинного законодавства. 

Всі, хто хоче і надалі допомагати🙏 нашому підрозділу💪 та нашим хлопцям🤘 на Сході - збір коштів💰 і передачу нам необхідної допомоги будуть здійснювати волонтери з April Consult @lvivlucky 
⬇️⬇️⬇️⬇️⬇️⬇️⬇️

https://send.monobank.ua/jar/6b2o8wgNd",0
99,2022-06-01T18:14:29Z,"Ракетна небезпека, будь ласка пройдіть в укриття!!!",0
100,2022-06-01T20:17:43Z,Відбій,0
101,2022-06-01T20:50:16Z,,0
102,2022-06-03T19:15:33Z,"Ракетна небезпека, прохання пройти  в укриття!!!!",0
103,2022-06-03T19:50:27Z,Будь ласка залишайтесь в укриттях !!!!!,0
104,2022-06-03T20:25:00Z,Відбій,0
105,2022-06-03T20:25:32Z,Всім гарної та спокійної ночі,0
107,2022-06-04T07:06:10Z,"❗️ УВАГА! Останнім часом багато Telegram-каналів публікують фейкову та не перевірену інформацію.

👉 Вся офіційна та перевірена інформація, яку треба знати жителям Львівської області в Telegram-каналі голови Львівської ОДА (ОВА) Максима Козицького 

📍 Підписуйтесь та слідкуйте за перевіреними новинами Львівщини: 
https://t.me/+vP5kyv1KeiMyNzIy",0
108,2022-06-04T19:16:51Z,Ракетна небезпека,0
109,2022-06-04T19:17:07Z,Прохання пройти в безпечні місця!!!,0
110,2022-06-04T20:12:06Z,🟢ВІДБІЙ🟢,0
111,2022-06-05T02:15:14Z,Терміново всі в укриття,1
112,2022-06-05T02:15:21Z,Ракетна небезпека,0
113,2022-06-05T04:26:29Z,🟢ВІДБІЙ🟢,0
114,2022-06-05T04:26:40Z,Всім гарного недільного дня!,0
115,2022-06-07T17:07:17Z,Ракетна небезпека!!!,0
116,2022-06-07T17:07:37Z,Прохання пройти всім в укриття,1
117,2022-06-07T17:47:49Z,🟢ВІДБІЙ🟢,0
118,2022-06-07T17:47:58Z,Всім гарного вечора,0
119,2022-06-08T13:52:44Z,Ракетна небезпека!!!,0
120,2022-06-08T14:28:44Z,🟢ВІДБІЙ🟢,0
121,2022-06-08T21:42:41Z,Ракетна небезпека,0
122,2022-06-08T22:30:50Z,🟢ВІДБІЙ🟢 солодких снів,0
123,2022-06-11T18:16:29Z,Ракетна небезпека,0
124,2022-06-11T18:17:18Z,Прохання пройти в укриття!!!,1
125,2022-06-11T19:25:07Z,🟢ВІДБІЙ🟢,0
129,2022-06-14T09:42:06Z,Ракетна небезпека!!!,0
130,2022-06-14T10:32:38Z,Будь ласка залишайтесь в укриттях,1
131,2022-06-14T10:52:23Z,"Відбій, всім гарного та продуктивного дня",0
132,2022-06-14T11:00:36Z,,0
133,2022-06-16T07:38:32Z,Ракетна небезпека!!!,0
135,2022-06-16T08:19:28Z,"Відбій, всім гарного дня!!!",0
137,2022-06-16T20:23:46Z,🛑Ракетна небезпека🛑,0
138,2022-06-16T20:27:43Z,Прохання терміново пройти в укриття та не виходити до повідомлення про відбій,1
139,2022-06-16T21:34:06Z,"Відбій, повертайтесь в теплі ліжечка",0
140,2022-06-23T05:56:22Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
141,2022-06-23T06:33:07Z,Відбій!!!,0
142,2022-06-23T06:33:23Z,Всім гарного дня,0
143,2022-06-23T06:33:47Z,"Ще дуже хочемо подякувати👍 Владу🙎‍♂️ +380967654408 та Володі🙎‍♂️ +380967029880 , які нещодавно допомогли з ходовою на нашому бусіку🚗, хлопці виявились нашими підписниками😎, роботу зробили якісно та швидко💪
Ну, а ваші донати в фонд April Consult ( https://t.me/aprilconsult ) покрили затрати на запчастини та заправку на цей місяць. Всіх міцно обійняли👐",0
144,2022-06-23T06:34:16Z,,0
145,2022-06-23T14:46:59Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",1
146,2022-06-23T14:59:53Z,Відбій!!! Усім гарного дня!!!,0
147,2022-06-23T20:06:14Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",1
148,2022-06-23T20:14:13Z,"Відбій, повертайтесь до своїх теплих ліжечок.",0
149,2022-06-24T19:17:44Z,"Ракетна небезпека, всі в укриття!!!",1
150,2022-06-24T19:57:47Z,"Відбій, повертайтесь до своїх теплих ліжечок.",0
151,2022-06-25T00:19:28Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",1
152,2022-06-25T00:55:56Z,Залишайтесь всі в укриттях!!!,1
153,2022-06-25T02:00:29Z,"Відбій, повертайтесь до своїх теплих ліжечок.",0
154,2022-06-25T16:06:20Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",1
155,2022-06-25T16:47:00Z,Відбій,0
156,2022-06-25T16:47:05Z,Всім гарного дня,0
157,2022-06-26T02:59:20Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",1
158,2022-06-26T04:16:31Z,Відбій,0
159,2022-06-26T04:16:36Z,Всім гарного дня,0
160,2022-06-26T07:45:55Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
161,2022-06-26T09:50:20Z,🟢ВІДБІЙ🟢,0
162,2022-06-26T15:40:32Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
163,2022-06-26T16:01:24Z,🟢ВІДБІЙ🟢,0
164,2022-06-27T08:34:42Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
165,2022-06-27T09:01:24Z,🟢ВІДБІЙ🟢,0
166,2022-06-28T07:32:08Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
167,2022-06-28T07:40:40Z,"🟢ВІДБІЙ🟢
Слава ППО
Але дотримуйтесь будь ласка правил ракетної небезпеки. Всім гарного дня",0
168,2022-07-05T00:07:55Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
169,2022-07-05T01:40:45Z,"🟢ВІДБІЙ🟢
Повертайтесь до своїх ліжечок. Солодких снів!",0
170,2022-07-05T16:18:22Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
171,2022-07-05T17:22:26Z,🟢ВІДБІЙ🟢,0
172,2022-07-06T00:05:33Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
173,2022-07-06T00:49:54Z,🟢ВІДБІЙ🟢,0
174,2022-07-12T01:41:21Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
175,2022-07-12T02:47:06Z,🟢ВІДБІЙ🟢,0
176,2022-07-12T02:48:41Z,Повертайтесь в свої ліжечка,0
177,2022-07-12T08:38:00Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
178,2022-07-12T08:59:58Z,🟢ВІДБІЙ🟢,0
180,2022-07-13T11:18:01Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
182,2022-07-13T12:19:05Z,🟢ВІДБІЙ🟢,0
183,2022-07-14T07:17:35Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
184,2022-07-14T07:34:00Z,Будь ласка пройдіть в укриття. Не нехтуйте правилами повітряної тривоги. Це може зберегти Вам життя,0
185,2022-07-14T09:07:15Z,🟢ВІДБІЙ🟢,0
187,2022-07-15T17:22:10Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
188,2022-07-15T17:56:47Z,Прохання не покидати укриття до закінчення тривоги!!!,1
189,2022-07-15T18:47:00Z,🟢ВІДБІЙ🟢,0
190,2022-07-16T02:01:06Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
191,2022-07-16T02:29:49Z,🟢ВІДБІЙ🟢,0
192,2022-07-16T13:43:45Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
193,2022-07-16T14:49:16Z,🟢ВІДБІЙ🟢,0
194,2022-07-18T14:36:30Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
195,2022-07-18T14:43:41Z,"Наразі відбій, але тримайте телефон біля себе",0
196,2022-07-23T01:46:49Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
197,2022-07-23T03:00:10Z,"🟢ВІДБІЙ🟢
Повертайтесь в свої ліжечка",0
198,2022-07-24T05:24:28Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
199,2022-07-24T06:28:47Z,🟢ВІДБІЙ🟢,0
200,2022-07-24T06:38:50Z,"А поки настала неділя і відбій🟢 ракетної небезпеки, можете переглянути відео🎥 з ефіру FM Галичина📻 з керівником волонтерського фонду👨‍💼 @aprilconsult @lvivlucky  , адже кошти, які ви донатите - всі 100% йдуть в цей фонд.

Ще раз дякуємо👍 всім волонтерам за оперативну допомогу у вирішенні всіх питань, а також дякуємо👐 кожній людині, яка стала частинкою цього фонду і приєдналась до утилізації русні👻
💪РАЗОМ ПЕРЕМОЖЕМО💪

https://youtube.com/watch?v=8nuKF-Ygu_8&feature=share

🔗Посилання на Банку
https://send.monobank.ua/jar/6b2o8wgNd

💳Номер картки Банки
5375 4112 0197 6961",0
201,2022-07-25T19:42:48Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
202,2022-07-25T20:18:35Z,🟢ВІДБІЙ🟢,0
203,2022-07-26T20:02:04Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
204,2022-07-26T20:56:50Z,🟢ВІДБІЙ🟢,0
205,2022-07-27T06:40:41Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
206,2022-07-27T07:42:30Z,🟢ВІДБІЙ🟢,0
207,2022-07-28T01:11:25Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
208,2022-07-28T02:16:23Z,🟢ВІДБІЙ🟢,0
209,2022-07-28T02:36:45Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
210,2022-07-28T03:01:25Z,🟢ВІДБІЙ🟢,0
211,2022-07-29T06:25:22Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
212,2022-07-29T07:42:17Z,🟢ВІДБІЙ🟢,0
213,2022-07-30T06:23:34Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
214,2022-07-30T06:49:15Z,🟢ВІДБІЙ🟢,0
215,2022-07-31T19:41:39Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
216,2022-07-31T20:06:20Z,🟢ВІДБІЙ🟢,0
217,2022-08-01T08:07:05Z,"Друзі!🇺🇦
Сьогодні доставили нашим КОЗАКАМ 🪖ретранслятор🥳🤝
Менш ніж за 2 дні, нам вдалось зібрати необхідну суму на Ретрансляторі MOTOROLA SLR 5500 для 5 батальйону нашої львіської 125 бригади🥹🙈

Дякую усім, хто долучився до збору🤝
Окремо подяка телеграм каналу РАКЕТНА НЕБЕЗПЕКА🚀 , адже основну суму задонатили підписники цього каналу🙊 ВИ неймовірні🥹

Завдяки ВАМ, наші захисники  мають  надійний голосовий зв'язок та змогу обмінюватися даними при виконанні будь-яких операцій.👊🏻

У русні немає шансів воюючи з такою небайдужою нацією🫶 

У нас найкращі захисники❤️ Ми на своїй землі, за нами правда, весь світ бачить очевидне !

Кожен повинен боротись на своєму фронті, допомога захисникам наближає нас до Перемоги🇺🇦❤️

Перемога за нами!💪🏼🇺🇦",0
218,2022-08-01T08:07:09Z,,0
219,2022-08-02T14:11:48Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
220,2022-08-02T15:26:05Z,🟢ВІДБІЙ🟢,0
221,2022-08-04T22:50:33Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
222,2022-08-04T23:11:10Z,🟢ВІДБІЙ🟢,0
223,2022-08-07T17:01:48Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
224,2022-08-07T18:31:14Z,🟢ВІДБІЙ🟢,0
225,2022-08-07T23:26:21Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
226,2022-08-07T23:53:43Z,"❗️❗️❗️Тривога триває, по технічних причинах Місто і додатки не дали сигнал тривоги, залишайтесь в Укритях, про відбій повідомимо❗️❗️❗️",0
227,2022-08-08T00:07:50Z,"🟢Відбій🟢

🔴Не ігноруйте сигнали повітряної тривоги 🔴",0
228,2022-08-08T07:17:01Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
229,2022-08-08T07:45:13Z,🟢ВІДБІЙ🟢,0
231,2022-08-10T12:08:37Z,"🛑Ракетна Небезпека 🛑
Прохання пройти в укриття❗️❗️❗️",0
232,2022-08-10T12:08:52Z,"🚨РАКЕТНА НЕБЕЗПЕКА🚨
Всі шустренько в укриття🏃‍♀️🏃‍♂️🏃",0
233,2022-08-10T12:42:34Z,🟢ВІДБІЙ🟢,0
234,2022-08-10T17:37:57Z,"Вибачайте, що турбую, але не люблю, коли наших хлопців поливають брудом. Як ви всі могли бачити, останнім часом наша група трішки йде в різнобій з «оповіщенням ЦЗ», не буду гнати на той бруд, який вони написали на нас, адже люди які знають мене і моїх хлопців особисто - знають чим ми займаємось і звідки в нас вся інформація. 
Ще раз повторюсь - це чисто ваша справа - читати наш канал чи ні, «оповіщення ЦЗ» - офіційне джерело  і до нього питань немає, як окрім того, що вони полили брудом те чим ми займаємось. Так що якщо хтось з причетних до офіційних джерел читає наш канал - то спочатку розберіться в ситуації, а потім вже поливайте брудом тих, хто прикриває ваші дупці в кріслах. 
Все буде Україна!🇺🇦
Я чірікну Арестовичу, 2-3 тижні - і  війна скінчиться. 
Бережіть себе і близьких! Перемога близько💪",0
235,2022-08-11T10:31:11Z,"🎃РАКЕТНА НЕБЕЗПЕКА🎃
Вйо в укриття👽",0
236,2022-08-11T11:23:33Z,"🍀ВІДБІЙ🍀
Все обійшлось, повертаємось до нормально життя😼",0
237,2022-08-11T16:14:30Z,"🎃РАКЕТНА НЕБЕЗПЕКА🎃
Вйо в укриття👽",0
238,2022-08-11T16:31:49Z,Відбій😏,0
239,2022-08-11T18:07:48Z,Ракетна небезпека!!!,0
240,2022-08-11T18:46:21Z,"💚ВІДБІЙ💚
Всім сухенький снів🥱💤",0
241,2022-08-13T05:02:22Z,"🥵РАКЕТНА НЕБЕЗПЕКА🥵
Орки підараси🤬🤬🤬",0
242,2022-08-13T05:19:38Z,Відбій✌️,0
243,2022-08-15T20:30:47Z,"👹РАКЕТНА НЕБЕЗПЕКА👹
Вйо в калідори й бімбосховища🏃🏃",0
244,2022-08-15T21:25:42Z,"💚ВІДБІЙ💚
Всім пошлих снів без тривог і лише з насолодою✌️",0
246,2022-08-16T10:04:30Z,"👹РАКЕТНА НЕБЕЗПЕКА👹
Вйо в калідори й бімбосховища🏃🏃",0
247,2022-08-16T10:08:24Z,Хибне спрацювання. Бульбаші щекочуть нерви.,0
248,2022-08-16T11:05:16Z,"👹РАКЕТНА НЕБЕЗПЕКА👹
Вйо в калідори й бімбосховища🏃🏃",0
249,2022-08-16T11:31:22Z,💚ВІДБІЙ💚,0
251,2022-08-17T07:33:19Z,"🤬РАКЕТНА НЕБЕЗПЕКА🤬 ЦЗ скоріш за все оповіщення не дасть, тому керуйтесь на власний розсуд. 
Бережіть себе і своїх близьких🥰",0
252,2022-08-17T08:28:05Z,"👌ВІДБІЙ👌
Всім продуктивного дня💪",0
253,2022-08-18T20:44:23Z,"🚨РАКЕТНА НЕБЕЗПЕКА👌
🤬ПТН ПНХ🤬",0
254,2022-08-18T21:08:19Z,"💚💚💚ВІДБІЙ💚💚💚
Мийте ніжки, лягайте в теплі ліжка і обнімайте коханих🥰",0
256,2022-08-19T22:52:00Z,"🚨🚨ROCKET DANGER🚨🚨🚨
😕Не нехтуємо, рідненькі🫥",0
257,2022-08-19T23:16:21Z,"🍀🍀ВІДБІЙ🍀🍀
Всім солодких снів. 
…
Секрет відносин простий: «Чоловіку потрібно знати, що в нього вірять. Жінці потрібно знати, що її кохають»
.
«Кохайтесь - бо ви того варті» (с)",0
258,2022-08-20T08:29:48Z,"👹РАКЕТНА НЕБЕЗПЕКА👹
Дорогенькі, чухаємо всі в укриття!!",0
259,2022-08-20T08:55:48Z,НЕ НЕХТУЄМО РАКЕТНОЮ НЕБЕЗПЕКОЮ🚀🚀🚀,1
260,2022-08-20T09:16:06Z,"💚ВІДБІЙ💚
Сьогодні сонечко, йдіть позасмагайте, розслабтесь, а ЗСУ буде оберігати ваш відпочинок☀️",0
261,2022-08-20T11:35:54Z,"🥵🥵РАКЕТНА НЕБЕЗПЕКА🥵🥵
Сонце зараз дуже палюче, краще перечекати в бомбосховищі. Хоча сонце ми любимо, а москалів ні😤",0
262,2022-08-20T12:10:47Z,"🫶Хто бажає і має можливість - можете трішки підкинути донатів у наш фонд, трішки підремонтуємо наш бусік і закупимось снарягою колегам на схід 🇺🇦, щоб дали знатно просратись русні😵‍💫

💳Номер картки Банки
5375 4112 0197 6961

https://send.monobank.ua/jar/6b2o8wgNd",0
263,2022-08-21T00:31:11Z,"🚀РАКЕТНА НЕБЕЗПЕКА🚀
Хутко в укриття🚴‍♀️",0
264,2022-08-21T01:01:18Z,"🙏ВІДБІЙ🙏
«Усік - виграв🥊»",0
265,2022-08-22T12:43:28Z,"👹РАКЕТНА НЕБЕЗПЕКА👹
Дорогенькі, чухаємо всі в укриття!!",0
266,2022-08-22T13:01:22Z,🙏ВІДБІЙ🙏,0
267,2022-08-23T16:26:35Z,"🚀РАКЕТНА НЕБЕЗПЕКА🚀
Знаю, всі втомились, але життя важливіше☺️",0
268,2022-08-23T16:45:16Z,"🙃ВІДБІЙ🙃
Нагадую, не нехтуємо тривогами ці дні - від сусідів може долетіти дуже швидко, а туман сьогоднішній дуже псує видимість😔
Бережіть себе і близьких☺️",0
269,2022-08-24T03:51:47Z,"👹РАКЕТНА НЕБЕЗПЕКА👹
Дорогенькі, чухаємо всі в укриття!!",0
270,2022-08-24T04:28:58Z,"🫣ВІДБІЙ🙃
Всіх з Днем Незалежності!
Все буде УКРАЇНА🇺🇦🇺🇦🇺🇦",0
271,2022-08-24T10:10:40Z,"😵‍💫РАКЕТНА НЕБЕЗПЕКА😵‍💫
Москаль заплатить за те, що не дає нам нормально відсвяткувати наше свято.",0
272,2022-08-24T10:32:56Z,"🍀ВІДБІЙ🍀
Але не розслабляємось будь-ласка🤗",0
273,2022-08-24T12:44:43Z,"😵‍💫РАКЕТНА НЕБЕЗПЕКА😵‍💫
Москаль заплатить за те, що не дає нам нормально відсвяткувати наше свято.",0
274,2022-08-24T13:25:30Z,"🍀ВІДБІЙ🍀
Але не розслабляємось будь-ласка🤗",0
